student_id,school,major,year,age,gender,seed_keywords
NU_ENG_000817,NU,Industrial Engineering,2,19,F,"['operations', 'optimization', 'simulation', 'analytics']"
NU_ENG_000818,NU,Computer Science,3,20,M,"['AI', 'systems', 'data', 'machine learning']"
NU_ENG_000819,NU,Computer Science,2,19,F,"['systems', 'machine learning', 'algorithms', 'data']"
NU_ENG_000820,NU,Chemical Engineering,4,21,F,"['experiments', 'team projects', 'programming', 'data analysis']"
NU_ENG_000821,NU,Applied Math,2,20,F,"['experiments', 'modeling', 'team projects', 'programming']"
NU_ENG_000822,NU,Computer Science,3,20,F,"['AI', 'machine learning', 'algorithms', 'data']"
NU_ENG_000823,NU,Civil Engineering,1,18,M,"['geotech', 'structures', 'risk', 'water']"
NU_ENG_000824,NU,Electrical Engineering,4,22,M,"['communications', 'circuits', 'power', 'signals']"
NU_ENG_000825,NU,Industrial Engineering,4,21,F,"['optimization', 'operations', 'analytics', 'simulation']"
NU_ENG_000826,NU,Applied Math,3,20,F,"['modeling', 'team projects', 'design', 'experiments']"
NU_ENG_000827,NU,Computer Science,2,19,M,"['systems', 'algorithms', 'NLP', 'machine learning']"
NU_ENG_000828,NU,Chemical Engineering,1,18,NB,"['team projects', 'experiments', 'programming', 'data analysis']"
NU_ENG_000829,NU,Industrial Engineering,4,22,M,"['analytics', 'simulation', 'optimization', 'supply chain']"
NU_ENG_000830,NU,Chemical Engineering,3,21,F,"['data analysis', 'team projects', 'programming', 'experiments']"
NU_ENG_000831,NU,Computer Science,1,18,F,"['NLP', 'algorithms', 'data', 'systems']"
NU_ENG_000832,NU,Computer Science,2,19,F,"['machine learning', 'algorithms', 'data', 'NLP']"
NU_ENG_000833,NU,Computer Engineering,2,19,F,"['systems', 'hardware', 'embedded', 'computer vision']"
NU_ENG_000834,NU,Electrical Engineering,4,22,M,"['communications', 'power', 'embedded', 'control']"
NU_ENG_000835,NU,Environmental Engineering,3,20,M,"['experiments', 'programming', 'team projects', 'design']"
NU_ENG_000836,NU,Computer Science,3,21,F,"['data', 'machine learning', 'systems', 'NLP']"
NU_ENG_000837,NU,Industrial Engineering,3,20,NB,"['quality', 'supply chain', 'analytics', 'operations']"
NU_ENG_000838,NU,Undecided,2,19,M,"['team projects', 'programming', 'experiments', 'modeling']"
NU_ENG_000839,NU,Computer Science,2,19,F,"['NLP', 'systems', 'data', 'machine learning']"
NU_ENG_000840,NU,Computer Science,1,18,M,"['algorithms', 'AI', 'machine learning', 'systems']"
NU_ENG_000841,NU,Applied Math,4,22,F,"['team projects', 'data analysis', 'programming', 'design']"
NU_ENG_000842,NU,Industrial Engineering,2,19,M,"['operations', 'simulation', 'supply chain', 'analytics']"
NU_ENG_000843,NU,Computer Science,2,19,F,"['machine learning', 'algorithms', 'data', 'NLP']"
NU_ENG_000844,NU,Computer Engineering,1,18,M,"['computer vision', 'embedded', 'hardware', 'architecture']"
NU_ENG_000845,NU,Biomedical Engineering,1,18,F,"['data analysis', 'design', 'modeling', 'experiments']"
NU_ENG_000846,NU,Manufacturing and Design Engineering,3,20,M,"['design', 'modeling', 'data analysis', 'experiments']"
NU_ENG_000847,NU,Computer Engineering,1,18,M,"['IoT', 'systems', 'hardware', 'architecture']"
NU_ENG_000848,NU,Electrical Engineering,1,18,M,"['signals', 'communications', 'embedded', 'circuits']"
NU_ENG_000849,NU,Biomedical Engineering,4,21,F,"['team projects', 'programming', 'experiments', 'design']"
NU_ENG_000850,NU,Materials Science and Engineering,2,20,M,"['data analysis', 'team projects', 'programming', 'experiments']"
NU_ENG_000851,NU,Biomedical Engineering,2,19,M,"['programming', 'design', 'modeling', 'team projects']"
NU_ENG_000852,NU,Biomedical Engineering,2,20,F,"['team projects', 'modeling', 'experiments', 'data analysis']"
NU_ENG_000853,NU,Industrial Engineering,4,22,M,"['operations', 'analytics', 'simulation', 'optimization']"
NU_ENG_000854,NU,Manufacturing and Design Engineering,2,19,F,"['design', 'experiments', 'programming', 'team projects']"
NU_ENG_000855,NU,Chemical Engineering,4,21,F,"['programming', 'modeling', 'team projects', 'experiments']"
NU_ENG_000856,NU,Computer Science,4,22,M,"['machine learning', 'NLP', 'data', 'AI']"
NU_ENG_000857,NU,Environmental Engineering,3,20,F,"['team projects', 'programming', 'design', 'experiments']"
NU_ENG_000858,NU,Industrial Engineering,2,19,M,"['quality', 'analytics', 'optimization', 'simulation']"
NU_ENG_000859,NU,Computer Engineering,3,20,F,"['systems', 'IoT', 'embedded', 'computer vision']"
NU_ENG_000860,NU,Computer Science,2,19,F,"['NLP', 'machine learning', 'algorithms', 'data']"
NU_ENG_000861,NU,Environmental Engineering,2,19,F,"['modeling', 'programming', 'experiments', 'team projects']"
NU_ENG_000862,NU,Environmental Engineering,3,21,F,"['team projects', 'programming', 'data analysis', 'experiments']"
NU_ENG_000863,NU,Industrial Engineering,2,19,NB,"['operations', 'optimization', 'supply chain', 'analytics']"
NU_ENG_000864,NU,Computer Science,1,19,M,"['algorithms', 'NLP', 'machine learning', 'data']"
NU_ENG_000865,NU,Biomedical Engineering,2,19,M,"['modeling', 'team projects', 'experiments', 'data analysis']"
NU_ENG_000866,NU,Manufacturing and Design Engineering,1,18,F,"['experiments', 'team projects', 'data analysis', 'programming']"
NU_ENG_000867,NU,Industrial Engineering,2,19,M,"['operations', 'optimization', 'supply chain', 'analytics']"
NU_ENG_000868,NU,Industrial Engineering,3,20,F,"['quality', 'optimization', 'operations', 'simulation']"
NU_ENG_000869,NU,Biomedical Engineering,4,21,F,"['modeling', 'team projects', 'experiments', 'programming']"
NU_ENG_000870,NU,Chemical Engineering,1,18,M,"['experiments', 'team projects', 'design', 'programming']"
NU_ENG_000871,NU,Environmental Engineering,3,20,M,"['modeling', 'team projects', 'design', 'experiments']"
NU_ENG_000872,NU,Applied Math,2,19,M,"['programming', 'modeling', 'experiments', 'team projects']"
NU_ENG_000873,NU,Materials Science and Engineering,1,18,M,"['data analysis', 'team projects', 'experiments', 'programming']"
NU_ENG_000874,NU,Computer Engineering,1,18,M,"['IoT', 'systems', 'computer vision', 'architecture']"
NU_ENG_000875,NU,Environmental Engineering,1,18,F,"['modeling', 'team projects', 'data analysis', 'design']"
NU_ENG_000876,NU,Industrial Engineering,1,18,F,"['operations', 'supply chain', 'quality', 'optimization']"
NU_ENG_000877,NU,Computer Engineering,2,19,F,"['systems', 'computer vision', 'hardware', 'embedded']"
NU_ENG_000878,NU,Civil Engineering,2,19,M,"['geotech', 'risk', 'transportation', 'sustainability']"
NU_ENG_000879,NU,Computer Science,3,20,M,"['algorithms', 'NLP', 'machine learning', 'systems']"
NU_ENG_000880,NU,Computer Science,1,18,M,"['algorithms', 'machine learning', 'AI', 'systems']"
NU_ENG_000881,NU,Computer Engineering,1,18,F,"['architecture', 'computer vision', 'embedded', 'IoT']"
NU_ENG_000882,NU,Computer Science,1,18,M,"['AI', 'NLP', 'data', 'systems']"
NU_ENG_000883,NU,Materials Science and Engineering,3,20,M,"['experiments', 'modeling', 'design', 'programming']"
NU_ENG_000884,NU,Computer Science,2,19,M,"['NLP', 'algorithms', 'data', 'AI']"
NU_ENG_000885,NU,Biomedical Engineering,3,21,M,"['modeling', 'experiments', 'team projects', 'design']"
NU_ENG_000886,NU,Computer Engineering,1,19,F,"['architecture', 'computer vision', 'IoT', 'embedded']"
NU_ENG_000887,NU,Computer Engineering,1,18,F,"['embedded', 'architecture', 'hardware', 'computer vision']"
NU_ENG_000888,NU,Biomedical Engineering,4,21,NB,"['programming', 'data analysis', 'team projects', 'experiments']"
NU_ENG_000889,NU,Biomedical Engineering,1,18,M,"['design', 'experiments', 'programming', 'modeling']"
NU_ENG_000890,NU,Electrical Engineering,1,19,F,"['embedded', 'signals', 'control', 'power']"
NU_ENG_000891,NU,Computer Engineering,1,18,F,"['architecture', 'hardware', 'embedded', 'systems']"
NU_ENG_000892,NU,Materials Science and Engineering,4,21,F,"['programming', 'data analysis', 'experiments', 'design']"
NU_ENG_000893,NU,Chemical Engineering,3,20,M,"['experiments', 'team projects', 'programming', 'design']"
NU_ENG_000894,NU,Biomedical Engineering,3,20,F,"['experiments', 'team projects', 'data analysis', 'design']"
NU_ENG_000895,NU,Industrial Engineering,4,21,F,"['supply chain', 'operations', 'optimization', 'analytics']"
NU_ENG_000896,NU,Industrial Engineering,1,18,M,"['quality', 'analytics', 'supply chain', 'optimization']"
NU_ENG_000897,NU,Chemical Engineering,4,21,M,"['design', 'programming', 'team projects', 'data analysis']"
NU_ENG_000898,NU,Biomedical Engineering,1,18,F,"['experiments', 'design', 'modeling', 'programming']"
NU_ENG_000899,NU,Biomedical Engineering,3,21,F,"['team projects', 'modeling', 'design', 'programming']"
NU_ENG_000900,NU,Computer Science,2,20,F,"['AI', 'algorithms', 'systems', 'NLP']"
NU_ENG_000901,NU,Computer Science,2,19,F,"['data', 'machine learning', 'systems', 'algorithms']"
NU_ENG_000902,NU,Chemical Engineering,4,21,F,"['team projects', 'modeling', 'design', 'data analysis']"
NU_ENG_000903,NU,Applied Math,1,18,F,"['data analysis', 'modeling', 'programming', 'experiments']"
NU_ENG_000904,NU,Computer Science,4,22,M,"['NLP', 'systems', 'algorithms', 'data']"
NU_ENG_000905,NU,Materials Science and Engineering,2,20,M,"['modeling', 'data analysis', 'design', 'experiments']"
NU_ENG_000906,NU,Electrical Engineering,3,20,M,"['embedded', 'circuits', 'signals', 'power']"
NU_ENG_000907,NU,Computer Science,4,22,F,"['data', 'machine learning', 'algorithms', 'NLP']"
NU_ENG_000908,NU,Biomedical Engineering,1,18,F,"['modeling', 'team projects', 'experiments', 'programming']"
NU_ENG_000909,NU,Chemical Engineering,4,21,Unknown,"['modeling', 'design', 'programming', 'data analysis']"
NU_ENG_000910,NU,Civil Engineering,3,20,M,"['water', 'transportation', 'structures', 'risk']"
NU_ENG_000911,NU,Industrial Engineering,3,20,M,"['optimization', 'operations', 'analytics', 'supply chain']"
NU_ENG_000912,NU,Industrial Engineering,1,18,F,"['operations', 'supply chain', 'analytics', 'quality']"
NU_ENG_000913,NU,Manufacturing and Design Engineering,3,20,F,"['experiments', 'team projects', 'programming', 'design']"
NU_ENG_000914,NU,Undecided,3,21,M,"['design', 'team projects', 'modeling', 'experiments']"
NU_ENG_000915,NU,Undecided,2,19,M,"['modeling', 'team projects', 'experiments', 'data analysis']"
NU_ENG_000916,NU,Materials Science and Engineering,1,19,F,"['design', 'data analysis', 'team projects', 'modeling']"
NU_ENG_000917,NU,Biomedical Engineering,1,19,NB,"['team projects', 'modeling', 'programming', 'experiments']"
NU_ENG_000918,NU,Biomedical Engineering,4,21,M,"['experiments', 'modeling', 'data analysis', 'team projects']"
NU_ENG_000919,NU,Civil Engineering,1,19,M,"['risk', 'water', 'geotech', 'structures']"
NU_ENG_000920,NU,Computer Science,3,20,F,"['algorithms', 'NLP', 'machine learning', 'systems']"
NU_ENG_000921,NU,Biomedical Engineering,4,21,M,"['programming', 'modeling', 'design', 'team projects']"
NU_ENG_000922,NU,Industrial Engineering,1,18,M,"['simulation', 'supply chain', 'analytics', 'operations']"
NU_ENG_000923,NU,Computer Science,1,18,F,"['systems', 'algorithms', 'AI', 'machine learning']"
NU_ENG_000924,NU,Computer Science,3,21,M,"['AI', 'NLP', 'machine learning', 'systems']"
NU_ENG_000925,NU,Biomedical Engineering,1,18,M,"['data analysis', 'team projects', 'design', 'experiments']"
NU_ENG_000926,NU,Chemical Engineering,3,20,M,"['design', 'experiments', 'data analysis', 'modeling']"
NU_ENG_000927,NU,Biomedical Engineering,3,20,F,"['data analysis', 'team projects', 'modeling', 'programming']"
NU_ENG_000928,NU,Industrial Engineering,3,20,M,"['analytics', 'quality', 'simulation', 'optimization']"
NU_ENG_000929,NU,Computer Science,2,20,M,"['machine learning', 'data', 'algorithms', 'systems']"
NU_ENG_000930,NU,Environmental Engineering,3,20,F,"['modeling', 'data analysis', 'programming', 'experiments']"
NU_ENG_000931,NU,Civil Engineering,3,21,F,"['sustainability', 'geotech', 'transportation', 'structures']"
NU_ENG_000932,NU,Computer Engineering,1,18,F,"['systems', 'architecture', 'embedded', 'computer vision']"
NU_ENG_000933,NU,Computer Engineering,3,21,F,"['systems', 'computer vision', 'IoT', 'architecture']"
NU_ENG_000934,NU,Industrial Engineering,4,21,M,"['operations', 'analytics', 'simulation', 'supply chain']"
NU_ENG_000935,NU,Industrial Engineering,3,20,M,"['quality', 'optimization', 'simulation', 'operations']"
NU_ENG_000936,NU,Chemical Engineering,2,19,F,"['programming', 'design', 'experiments', 'team projects']"
NU_ENG_000937,NU,Materials Science and Engineering,2,19,Unknown,"['programming', 'modeling', 'data analysis', 'design']"
NU_ENG_000938,NU,Biomedical Engineering,1,19,F,"['team projects', 'design', 'modeling', 'data analysis']"
NU_ENG_000939,NU,Manufacturing and Design Engineering,1,18,M,"['data analysis', 'experiments', 'modeling', 'programming']"
NU_ENG_000940,NU,Biomedical Engineering,1,18,M,"['data analysis', 'programming', 'design', 'modeling']"
NU_ENG_000941,NU,Chemical Engineering,4,22,M,"['programming', 'modeling', 'design', 'experiments']"
NU_ENG_000942,NU,Industrial Engineering,1,18,M,"['quality', 'supply chain', 'operations', 'simulation']"
NU_ENG_000943,NU,Biomedical Engineering,4,22,M,"['experiments', 'design', 'programming', 'data analysis']"
NU_ENG_000944,NU,Computer Engineering,1,19,F,"['architecture', 'systems', 'computer vision', 'IoT']"
NU_ENG_000945,NU,Computer Science,2,19,F,"['data', 'machine learning', 'NLP', 'systems']"
NU_ENG_000946,NU,Chemical Engineering,2,20,M,"['data analysis', 'design', 'team projects', 'modeling']"
NU_ENG_000947,NU,Electrical Engineering,2,19,F,"['circuits', 'embedded', 'communications', 'power']"
NU_ENG_000948,NU,Industrial Engineering,4,22,F,"['analytics', 'supply chain', 'simulation', 'quality']"
NU_ENG_000949,NU,Industrial Engineering,4,21,F,"['simulation', 'optimization', 'operations', 'quality']"
NU_ENG_000950,NU,Computer Engineering,4,21,M,"['architecture', 'IoT', 'hardware', 'embedded']"
NU_ENG_000951,NU,Computer Science,1,18,M,"['algorithms', 'AI', 'NLP', 'systems']"
NU_ENG_000952,NU,Chemical Engineering,4,22,M,"['experiments', 'modeling', 'design', 'team projects']"
NU_ENG_000953,NU,Chemical Engineering,1,18,M,"['team projects', 'experiments', 'data analysis', 'design']"
NU_ENG_000954,NU,Biomedical Engineering,4,22,F,"['experiments', 'programming', 'modeling', 'design']"
NU_ENG_000955,NU,Materials Science and Engineering,3,20,F,"['programming', 'design', 'data analysis', 'team projects']"
NU_ENG_000956,NU,Industrial Engineering,2,19,M,"['supply chain', 'simulation', 'operations', 'optimization']"
NU_ENG_000957,NU,Industrial Engineering,1,19,M,"['operations', 'analytics', 'quality', 'simulation']"
NU_ENG_000958,NU,Computer Science,1,18,F,"['machine learning', 'systems', 'data', 'algorithms']"
NU_ENG_000959,NU,Computer Science,1,18,M,"['algorithms', 'NLP', 'systems', 'data']"
NU_ENG_000960,NU,Computer Science,4,22,M,"['data', 'NLP', 'algorithms', 'systems']"
NU_ENG_000961,NU,Computer Science,4,21,F,"['NLP', 'algorithms', 'machine learning', 'systems']"
NU_ENG_000962,NU,Computer Science,4,21,F,"['NLP', 'systems', 'algorithms', 'machine learning']"
NU_ENG_000963,NU,Biomedical Engineering,1,18,M,"['programming', 'data analysis', 'modeling', 'experiments']"
NU_ENG_000964,NU,Biomedical Engineering,3,20,M,"['modeling', 'experiments', 'programming', 'design']"
NU_ENG_000965,NU,Materials Science and Engineering,2,19,NB,"['modeling', 'experiments', 'data analysis', 'team projects']"
NU_ENG_000966,NU,Computer Science,3,20,M,"['AI', 'NLP', 'machine learning', 'systems']"
NU_ENG_000967,NU,Materials Science and Engineering,2,19,M,"['programming', 'team projects', 'design', 'modeling']"
NU_ENG_000968,NU,Biomedical Engineering,2,19,M,"['modeling', 'programming', 'data analysis', 'team projects']"
NU_ENG_000969,NU,Computer Science,3,20,F,"['machine learning', 'data', 'NLP', 'AI']"
NU_ENG_000970,NU,Chemical Engineering,1,18,M,"['data analysis', 'modeling', 'programming', 'experiments']"
NU_ENG_000971,NU,Chemical Engineering,2,19,M,"['data analysis', 'experiments', 'modeling', 'team projects']"
NU_ENG_000972,NU,Applied Math,3,20,M,"['data analysis', 'programming', 'modeling', 'design']"
NU_ENG_000973,NU,Biomedical Engineering,1,18,F,"['programming', 'modeling', 'data analysis', 'team projects']"
NU_ENG_000974,NU,Manufacturing and Design Engineering,4,22,M,"['team projects', 'design', 'programming', 'data analysis']"
NU_ENG_000975,NU,Civil Engineering,3,20,NB,"['structures', 'water', 'geotech', 'sustainability']"
NU_ENG_000976,NU,Computer Science,4,21,F,"['algorithms', 'data', 'NLP', 'AI']"
NU_ENG_000977,NU,Computer Science,3,20,F,"['data', 'NLP', 'systems', 'machine learning']"
NU_ENG_000978,NU,Computer Engineering,3,20,F,"['hardware', 'IoT', 'architecture', 'computer vision']"
NU_ENG_000979,NU,Computer Science,3,21,M,"['machine learning', 'algorithms', 'NLP', 'data']"
NU_ENG_000980,NU,Biomedical Engineering,4,22,M,"['programming', 'modeling', 'experiments', 'team projects']"
NU_ENG_000981,NU,Undecided,3,21,F,"['data analysis', 'modeling', 'programming', 'team projects']"
NU_ENG_000982,NU,Industrial Engineering,2,19,M,"['operations', 'simulation', 'optimization', 'quality']"
NU_ENG_000983,NU,Environmental Engineering,1,18,F,"['modeling', 'team projects', 'programming', 'data analysis']"
NU_ENG_000984,NU,Computer Science,3,20,M,"['AI', 'data', 'algorithms', 'systems']"
NU_ENG_000985,NU,Biomedical Engineering,1,18,F,"['team projects', 'experiments', 'data analysis', 'modeling']"
NU_ENG_000986,NU,Manufacturing and Design Engineering,1,18,M,"['team projects', 'data analysis', 'modeling', 'programming']"
NU_ENG_000987,NU,Computer Engineering,1,18,M,"['computer vision', 'IoT', 'hardware', 'architecture']"
NU_ENG_000988,NU,Applied Math,3,20,F,"['data analysis', 'modeling', 'experiments', 'design']"
NU_ENG_000989,NU,Computer Engineering,1,19,M,"['hardware', 'systems', 'IoT', 'computer vision']"
NU_ENG_000990,NU,Industrial Engineering,3,20,M,"['optimization', 'quality', 'supply chain', 'simulation']"
NU_ENG_000991,NU,Computer Science,4,21,M,"['AI', 'data', 'NLP', 'systems']"
NU_ENG_000992,NU,Industrial Engineering,4,22,M,"['analytics', 'simulation', 'optimization', 'supply chain']"
NU_ENG_000993,NU,Industrial Engineering,2,20,M,"['supply chain', 'analytics', 'optimization', 'quality']"
NU_ENG_000994,NU,Chemical Engineering,3,20,M,"['design', 'team projects', 'programming', 'experiments']"
NU_ENG_000995,NU,Manufacturing and Design Engineering,3,20,F,"['team projects', 'data analysis', 'design', 'programming']"
NU_ENG_000996,NU,Computer Science,2,19,M,"['machine learning', 'NLP', 'algorithms', 'systems']"
NU_ENG_000997,NU,Computer Science,3,20,F,"['data', 'AI', 'machine learning', 'systems']"
NU_ENG_000998,NU,Applied Math,1,18,F,"['programming', 'data analysis', 'experiments', 'modeling']"
NU_ENG_000999,NU,Undecided,4,21,F,"['experiments', 'data analysis', 'design', 'modeling']"
NU_ENG_001000,NU,Chemical Engineering,1,18,F,"['design', 'modeling', 'programming', 'experiments']"
NU_ENG_001001,NU,Biomedical Engineering,4,21,M,"['modeling', 'experiments', 'data analysis', 'programming']"
NU_ENG_001002,NU,Computer Science,3,20,Unknown,"['data', 'algorithms', 'machine learning', 'systems']"
NU_ENG_001003,NU,Biomedical Engineering,1,19,M,"['modeling', 'programming', 'team projects', 'data analysis']"
NU_ENG_001004,NU,Biomedical Engineering,3,20,F,"['programming', 'modeling', 'team projects', 'data analysis']"
NU_ENG_001005,NU,Computer Science,1,18,M,"['machine learning', 'NLP', 'algorithms', 'systems']"
NU_ENG_001006,NU,Computer Engineering,4,22,M,"['systems', 'computer vision', 'architecture', 'embedded']"
NU_ENG_001007,NU,Manufacturing and Design Engineering,3,21,F,"['team projects', 'experiments', 'design', 'programming']"
NU_ENG_001008,NU,Civil Engineering,1,18,M,"['structures', 'geotech', 'transportation', 'risk']"
NU_ENG_001009,NU,Environmental Engineering,1,19,M,"['modeling', 'programming', 'data analysis', 'team projects']"
NU_ENG_001010,NU,Computer Science,4,22,F,"['NLP', 'data', 'systems', 'algorithms']"
NU_ENG_001011,NU,Electrical Engineering,2,19,M,"['power', 'control', 'circuits', 'embedded']"
NU_ENG_001012,NU,Computer Science,4,21,M,"['NLP', 'systems', 'AI', 'algorithms']"
NU_ENG_001013,NU,Computer Science,4,21,F,"['machine learning', 'NLP', 'algorithms', 'AI']"
NU_ENG_001014,NU,Materials Science and Engineering,3,21,M,"['modeling', 'data analysis', 'team projects', 'programming']"
NU_ENG_001015,NU,Computer Engineering,2,19,M,"['systems', 'architecture', 'embedded', 'hardware']"
NU_ENG_001016,NU,Biomedical Engineering,3,20,M,"['design', 'data analysis', 'experiments', 'modeling']"
NU_ENG_001017,NU,Electrical Engineering,4,21,NB,"['embedded', 'power', 'circuits', 'control']"
NU_ENG_001018,NU,Industrial Engineering,1,18,M,"['supply chain', 'analytics', 'quality', 'simulation']"
NU_ENG_001019,NU,Applied Math,2,19,M,"['programming', 'design', 'data analysis', 'team projects']"
NU_ENG_001020,NU,Computer Science,1,18,M,"['algorithms', 'data', 'NLP', 'AI']"
NU_ENG_001021,NU,Manufacturing and Design Engineering,2,20,M,"['experiments', 'team projects', 'programming', 'design']"
NU_ENG_001022,NU,Industrial Engineering,3,21,M,"['supply chain', 'simulation', 'operations', 'optimization']"
NU_ENG_001023,NU,Undecided,2,20,F,"['modeling', 'design', 'experiments', 'team projects']"
NU_ENG_001024,NU,Computer Science,3,20,M,"['NLP', 'systems', 'machine learning', 'AI']"
NU_ENG_001025,NU,Electrical Engineering,2,19,M,"['power', 'signals', 'circuits', 'communications']"
NU_ENG_001026,NU,Civil Engineering,1,18,M,"['water', 'sustainability', 'geotech', 'structures']"
NU_ENG_001027,NU,Materials Science and Engineering,2,19,M,"['team projects', 'experiments', 'data analysis', 'design']"
NU_ENG_001028,NU,Computer Engineering,4,21,M,"['embedded', 'systems', 'computer vision', 'architecture']"
NU_ENG_001029,NU,Environmental Engineering,3,20,F,"['team projects', 'programming', 'experiments', 'design']"
NU_ENG_001030,NU,Computer Engineering,2,19,F,"['hardware', 'embedded', 'computer vision', 'systems']"
NU_ENG_001031,NU,Computer Science,4,21,F,"['algorithms', 'systems', 'machine learning', 'AI']"
NU_ENG_001032,NU,Environmental Engineering,1,19,F,"['data analysis', 'programming', 'experiments', 'modeling']"
NU_ENG_001033,NU,Computer Science,2,19,M,"['AI', 'data', 'algorithms', 'systems']"
NU_ENG_001034,NU,Manufacturing and Design Engineering,1,18,F,"['design', 'experiments', 'team projects', 'data analysis']"
NU_ENG_001035,NU,Computer Science,4,21,F,"['systems', 'data', 'AI', 'machine learning']"
NU_ENG_001036,NU,Electrical Engineering,3,20,F,"['embedded', 'circuits', 'power', 'signals']"
NU_ENG_001037,NU,Computer Engineering,3,21,M,"['computer vision', 'hardware', 'embedded', 'IoT']"
NU_ENG_001038,NU,Computer Engineering,1,18,M,"['systems', 'architecture', 'hardware', 'IoT']"
NU_ENG_001039,NU,Computer Science,1,19,F,"['NLP', 'AI', 'data', 'systems']"
NU_ENG_001040,NU,Biomedical Engineering,3,21,F,"['team projects', 'programming', 'experiments', 'design']"
NU_ENG_001041,NU,Biomedical Engineering,2,19,F,"['data analysis', 'programming', 'design', 'modeling']"
NU_ENG_001042,NU,Electrical Engineering,4,22,F,"['signals', 'circuits', 'embedded', 'communications']"
NU_ENG_001043,NU,Electrical Engineering,4,22,F,"['control', 'embedded', 'communications', 'signals']"
NU_ENG_001044,NU,Electrical Engineering,2,19,F,"['circuits', 'control', 'embedded', 'power']"
NU_ENG_001045,NU,Applied Math,3,20,F,"['design', 'programming', 'data analysis', 'modeling']"
NU_ENG_001046,NU,Civil Engineering,4,22,NB,"['transportation', 'water', 'geotech', 'structures']"
NU_ENG_001047,NU,Biomedical Engineering,2,19,M,"['data analysis', 'design', 'programming', 'experiments']"
NU_ENG_001048,NU,Industrial Engineering,3,21,M,"['optimization', 'quality', 'simulation', 'supply chain']"
NU_ENG_001049,NU,Industrial Engineering,4,21,F,"['optimization', 'analytics', 'operations', 'supply chain']"
NU_ENG_001050,NU,Chemical Engineering,1,19,F,"['experiments', 'programming', 'data analysis', 'design']"
NU_ENG_001051,NU,Electrical Engineering,4,21,M,"['embedded', 'signals', 'communications', 'circuits']"
NU_ENG_001052,NU,Biomedical Engineering,1,18,F,"['design', 'data analysis', 'team projects', 'experiments']"
NU_ENG_001053,NU,Chemical Engineering,3,20,M,"['experiments', 'data analysis', 'programming', 'design']"
NU_ENG_001054,NU,Biomedical Engineering,4,21,NB,"['data analysis', 'design', 'modeling', 'team projects']"
NU_ENG_001055,NU,Chemical Engineering,3,21,M,"['team projects', 'experiments', 'programming', 'data analysis']"
NU_ENG_001056,NU,Electrical Engineering,2,19,F,"['signals', 'circuits', 'power', 'control']"
NU_ENG_001057,NU,Manufacturing and Design Engineering,3,20,M,"['experiments', 'modeling', 'data analysis', 'design']"
NU_ENG_001058,NU,Chemical Engineering,1,18,F,"['experiments', 'team projects', 'data analysis', 'design']"
NU_ENG_001059,NU,Computer Science,1,18,F,"['data', 'NLP', 'systems', 'algorithms']"
NU_ENG_001060,NU,Electrical Engineering,2,19,F,"['signals', 'control', 'circuits', 'embedded']"
NU_ENG_001061,NU,Materials Science and Engineering,3,20,M,"['programming', 'data analysis', 'team projects', 'experiments']"
NU_ENG_001062,NU,Computer Science,2,19,M,"['algorithms', 'machine learning', 'systems', 'data']"
NU_ENG_001063,NU,Chemical Engineering,1,18,F,"['modeling', 'team projects', 'design', 'data analysis']"
NU_ENG_001064,NU,Computer Science,4,22,F,"['systems', 'algorithms', 'NLP', 'machine learning']"
NU_ENG_001065,NU,Civil Engineering,2,20,M,"['structures', 'transportation', 'geotech', 'risk']"
NU_ENG_001066,NU,Materials Science and Engineering,2,19,M,"['data analysis', 'team projects', 'experiments', 'programming']"
NU_ENG_001067,NU,Computer Engineering,2,19,F,"['IoT', 'systems', 'embedded', 'hardware']"
NU_ENG_001068,NU,Electrical Engineering,1,18,F,"['power', 'circuits', 'embedded', 'signals']"
NU_ENG_001069,NU,Applied Math,3,20,M,"['team projects', 'programming', 'experiments', 'data analysis']"
NU_ENG_001070,NU,Computer Engineering,2,19,M,"['embedded', 'architecture', 'IoT', 'systems']"
NU_ENG_001071,NU,Industrial Engineering,1,18,M,"['analytics', 'quality', 'simulation', 'supply chain']"
NU_ENG_001072,NU,Computer Science,4,21,F,"['NLP', 'systems', 'machine learning', 'AI']"
NU_ENG_001073,NU,Computer Science,4,21,F,"['NLP', 'machine learning', 'data', 'systems']"
NU_ENG_001074,NU,Materials Science and Engineering,3,20,M,"['data analysis', 'team projects', 'experiments', 'modeling']"
NU_ENG_001075,NU,Industrial Engineering,4,22,F,"['simulation', 'quality', 'supply chain', 'optimization']"
NU_ENG_001076,NU,Civil Engineering,4,21,M,"['transportation', 'structures', 'geotech', 'water']"
NU_ENG_001077,NU,Computer Science,2,19,F,"['data', 'AI', 'systems', 'machine learning']"
NU_ENG_001078,NU,Computer Science,3,20,M,"['data', 'systems', 'NLP', 'AI']"
NU_ENG_001079,NU,Computer Science,3,20,M,"['machine learning', 'data', 'algorithms', 'NLP']"
NU_ENG_001080,NU,Civil Engineering,2,20,NB,"['water', 'structures', 'risk', 'transportation']"
NU_ENG_001081,NU,Chemical Engineering,1,18,M,"['experiments', 'programming', 'modeling', 'data analysis']"
NU_ENG_001082,NU,Manufacturing and Design Engineering,1,18,M,"['design', 'experiments', 'modeling', 'data analysis']"
