Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Year,Citation Count,Semantic Scholar URL,Final Link
NU,Mitra J. Hartmann,46851258,Most Cited,Biomechanics: Robotic whiskers used to sense features,2006,172,https://www.semanticscholar.org/paper/565346324cf688852c82f145e1aa89be10e92984,https://www.nature.com/articles/443525a.pdf
NU,Mitra J. Hartmann,46851258,Most Cited,Oscillatory activity in the cerebellar hemispheres of unrestrained rats.,1998,170,https://www.semanticscholar.org/paper/bcd1048fa1e2581bbc3d1da0d4775bcc82fe6107,https://doi.org/10.1152/JN.1998.80.3.1598
NU,Mitra J. Hartmann,46851258,Most Cited,Biomechanical models for radial distance determination by the rat vibrissal system.,2007,158,https://www.semanticscholar.org/paper/f1c2482f7d6d3d59719c932d5659387759142879,https://doi.org/10.1152/JN.00707.2006
NU,Mitra J. Hartmann,46851258,Most Cited,The Brain in Its Body: Motor Control and Sensing in a Biomechanical Context,2009,141,https://www.semanticscholar.org/paper/cb59c10f4da6e2da7948661b05e4f9fba0333774,https://www.jneurosci.org/content/jneuro/29/41/12807.full.pdf
NU,Mitra J. Hartmann,46851258,Most Cited,The Morphology of the Rat Vibrissal Array: A Model for Quantifying Spatiotemporal Patterns of Whisker-Object Contact,2011,134,https://www.semanticscholar.org/paper/2a0672d6ab90430aebc3445072b5e0baeacc6a1f,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1001120&type=printable
NU,Mitra J. Hartmann,46851258,Most Cited,Mechanical signals at the base of a rat vibrissa: the effect of intrinsic vibrissa curvature and implications for tactile exploration.,2012,87,https://www.semanticscholar.org/paper/f1ea070246ff745e1fbd6f8734d4fc351f2981dc,https://europepmc.org/articles/pmc3362248
NU,Mitra J. Hartmann,46851258,Most Cited,"Haptic cooperation between people, and between people and machines",2006,83,https://www.semanticscholar.org/paper/325183f10d444bfa4bbaade44e7d2763ea84303f,http://hartmann.mech.northwestern.edu/pubs/pdf/reed_iros_2006.pdf
NU,Mitra J. Hartmann,46851258,Most Cited,Tactile Responses in the Granule Cell Layer of Cerebellar Folium Crus IIa of Freely Behaving Rats,2001,83,https://www.semanticscholar.org/paper/3e6926bff909a22fa212201857d7ae5ae52440a5,https://www.jneurosci.org/content/jneuro/21/10/3549.full.pdf
NU,Mitra J. Hartmann,46851258,Most Cited,Variability in velocity profiles during free-air whisking behavior of unrestrained rats.,2008,80,https://www.semanticscholar.org/paper/ae449497e618f986f8bb1e17ed77aa0dbe8f2eef,https://doi.org/10.1152/jn.01295.2007
NU,Mitra J. Hartmann,46851258,Most Recent,Biomechanical simplification of the motor control of whisking,2025,0,https://www.semanticscholar.org/paper/fea2014e1b4a29c625f94e2aec898d561852b441,https://doi.org/10.1101/2025.06.21.660818
NU,Mitra J. Hartmann,46851258,Most Recent,Spatial arrangement of the whiskers of harbor seals (Phoca vitulina) compared to whisker arrangements of house mice (Mus musculus) and brown rats (Rattus norvegicus),2024,0,https://www.semanticscholar.org/paper/6f9d003fbf35c8ec1a0bbb1790ecde8556700435,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10827100
NU,Mitra J. Hartmann,46851258,Most Recent,Correction: Quantifying the three-dimensional facial morphology of the laboratory rat with a focus on the vibrissae,2024,0,https://www.semanticscholar.org/paper/d149f2b9b2e1092fa656e4298893e6e77ec30a34,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0307612&type=printable
NU,Mitra J. Hartmann,46851258,Most Recent,Spatial arrangement of the whiskers of harbor seals (Phoca vitulina) compared with whisker arrangements of house mice (Mus musculus) and brown rats (Rattus norvegicus),2024,1,https://www.semanticscholar.org/paper/ef0488828e2177a5249443c14da680335bd8e447,https://journals.biologists.com/jeb/article-pdf/doi/10.1242/jeb.247545/3570179/jeb247545.pdf
NU,Mitra J. Hartmann,46851258,Most Recent,"Identifying Contact Distance Uncertainty in Whisker Sensing with Tapered, Flexible Whiskers",2023,3,https://www.semanticscholar.org/paper/2bf715515afd21ed8d7f02155a14b6856125df43,https://doi.org/10.1109/ICRA48891.2023.10160408
NU,Mitra J. Hartmann,46851258,Most Recent,Comparative morphology of the whiskers and faces of mice (Mus musculus) and rats (Rattus norvegicus),2023,13,https://www.semanticscholar.org/paper/2e7937c93d6bd3ff5b336386eb663d6223d3774e,https://journals.biologists.com/jeb/article-pdf/doi/10.1242/jeb.245597/3102974/jeb245597.pdf
NU,Mitra J. Hartmann,46851258,Most Recent,Demonstration of three-dimensional contact point determination and contour reconstruction during active whisking behavior of an awake rat,2022,4,https://www.semanticscholar.org/paper/104292eed3c1fbdee95a4addee6c8aaa438d8732,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007763&type=printable
NU,Mitra J. Hartmann,46851258,Most Recent,Self-sustained oscillations in whiskers without vortex shedding,2022,0,https://www.semanticscholar.org/paper/1e0ba43fcda661671ebb43efb100e226994ea9d9,https://www.semanticscholar.org/paper/1e0ba43fcda661671ebb43efb100e226994ea9d9
NU,Mitra J. Hartmann,46851258,Most Recent,A novel stimulator to investigate the tuning of multi-whisker responsive neurons for speed and the direction of global motion: Contact-sensitive moving stimulator for multi-whisker stimulation,2022,0,https://www.semanticscholar.org/paper/4cd8fa7212892be3cbc468d930a4f213fa3c5791,https://www.sciencedirect.com/science/article/am/pii/S0165027022000929
NU,Mitra J. Hartmann,46851258,Most Recent,Statistical characterization of tactile scenes in three-dimensional environments reveals filter properties of somatosensory cortical neurons,2022,1,https://www.semanticscholar.org/paper/75c0b123f02235ddf838d8af2206ea4898249ba6,https://doi.org/10.1101/2022.08.03.502632
NU,Naichen Shi,2111723583,Most Cited,Adam Can Converge Without Any Modification on Update Rules,2022,84,https://www.semanticscholar.org/paper/22e2d9505e64c4725e9f868ee6886a9c8356d1e3,http://arxiv.org/pdf/2208.09632
NU,Naichen Shi,2111723583,Most Cited,RMSprop converges with proper hyper-parameter,2021,68,https://www.semanticscholar.org/paper/c7f93c7a6c8646b6df94ff7f5eaf230f3f285e1f,https://www.semanticscholar.org/paper/c7f93c7a6c8646b6df94ff7f5eaf230f3f285e1f
NU,Naichen Shi,2111723583,Most Cited,The Internet of Federated Things (IoFT),2021,56,https://www.semanticscholar.org/paper/4e3fc7cebd3127926f60ace85f15ab3354d5bd23,https://doi.org/10.1109/access.2021.3127448
NU,Naichen Shi,2111723583,Most Cited,Fed-ensemble: Ensemble Models in Federated Learning for Improved Generalization and Uncertainty Quantification,2021,39,https://www.semanticscholar.org/paper/0c8af99cc97565c932a9904c624d9e523ff73393,https://arxiv.org/pdf/2107.10663
NU,Naichen Shi,2111723583,Most Cited,Personalized PCA: Decoupling Shared and Unique Features,2022,17,https://www.semanticscholar.org/paper/a7c3fe0163db9839ac463cc5d7215a10799d5c9d,http://arxiv.org/pdf/2207.08041
NU,Naichen Shi,2111723583,Most Cited,Personalized Federated Learning via Domain Adaptation with an Application to Distributed 3D Printing,2022,16,https://www.semanticscholar.org/paper/717c16a7ba02bdff972f1809c7d29d9de0901080,https://doi.org/10.1080/00401706.2022.2157882
NU,Naichen Shi,2111723583,Most Cited,Personalized Dictionary Learning for Heterogeneous Datasets,2023,6,https://www.semanticscholar.org/paper/74b12e16922ff1410d7f4665177a7815f38d0446,http://arxiv.org/pdf/2305.15311
NU,Naichen Shi,2111723583,Most Cited,Personalized feature extraction for manufacturing process signature characterization and anomaly detection,2024,4,https://www.semanticscholar.org/paper/004777cc968ed32b3ef2bf5f0e84c38b88e0bf6a,https://doi.org/10.1016/j.jmsy.2024.04.002
NU,Naichen Shi,2111723583,Most Cited,Heterogeneous Matrix Factorization: When Features Differ by Datasets,2023,4,https://www.semanticscholar.org/paper/61213021b6cc50ab1c5bcb69056a976d8d077713,https://www.semanticscholar.org/paper/61213021b6cc50ab1c5bcb69056a976d8d077713
NU,Naichen Shi,2111723583,Most Cited,Personalized Tucker Decomposition: Modeling Commonality and Peculiarity on Tensor Data,2023,3,https://www.semanticscholar.org/paper/886f2792f11e78b048ec9d4e57e09d0636e692b9,http://arxiv.org/pdf/2309.03439
NU,Naichen Shi,2111723583,Most Recent,Inv-Entropy: A Fully Probabilistic Framework for Uncertainty Quantification in Language Models,2025,0,https://www.semanticscholar.org/paper/ad8da63ff40d758a2acfc768d4b7f88e7d9aec75,https://doi.org/10.48550/arXiv.2506.09684
NU,Naichen Shi,2111723583,Most Recent,ALBATROSS: Cheap Filtration Based Geometry via Stochastic Sub-Sampling,2025,0,https://www.semanticscholar.org/paper/e816286592c932731248a2cb098a413513be1ce1,https://www.semanticscholar.org/paper/e816286592c932731248a2cb098a413513be1ce1
NU,Naichen Shi,2111723583,Most Recent,Personalized feature extraction for manufacturing process signature characterization and anomaly detection,2024,4,https://www.semanticscholar.org/paper/004777cc968ed32b3ef2bf5f0e84c38b88e0bf6a,https://doi.org/10.1016/j.jmsy.2024.04.002
NU,Naichen Shi,2111723583,Most Recent,Diffusion-Based Surrogate Modeling and Multi-Fidelity Calibration,2024,1,https://www.semanticscholar.org/paper/79c978f3adae6ab026d9cffb1ef0e3563c01f047,https://doi.org/10.1109/TASE.2025.3582171
NU,Naichen Shi,2111723583,Most Recent,"Triple Component Matrix Factorization: Untangling Global, Local, and Noisy Components",2024,1,https://www.semanticscholar.org/paper/fd164b6f770d923ccb8d14565bfb841f1efa8c4d,https://doi.org/10.48550/arXiv.2404.07955
NU,Naichen Shi,2111723583,Most Recent,Heterogeneous Matrix Factorization: When Features Differ by Datasets,2023,4,https://www.semanticscholar.org/paper/61213021b6cc50ab1c5bcb69056a976d8d077713,https://www.semanticscholar.org/paper/61213021b6cc50ab1c5bcb69056a976d8d077713
NU,Naichen Shi,2111723583,Most Recent,Personalized Dictionary Learning for Heterogeneous Datasets,2023,6,https://www.semanticscholar.org/paper/74b12e16922ff1410d7f4665177a7815f38d0446,http://arxiv.org/pdf/2305.15311
NU,Naichen Shi,2111723583,Most Recent,Process Signature Characterization and Anomaly Detection With Personalized PCA in Laser-Based Metal Additive Manufacturing,2023,1,https://www.semanticscholar.org/paper/8019e57f805b6108fa05736f4db5014b17db40fb,https://doi.org/10.1115/msec2023-105080
NU,Naichen Shi,2111723583,Most Recent,Personalized Tucker Decomposition: Modeling Commonality and Peculiarity on Tensor Data,2023,3,https://www.semanticscholar.org/paper/886f2792f11e78b048ec9d4e57e09d0636e692b9,http://arxiv.org/pdf/2309.03439
NU,Naichen Shi,2111723583,Most Recent,Adam Can Converge Without Any Modification on Update Rules,2022,84,https://www.semanticscholar.org/paper/22e2d9505e64c4725e9f868ee6886a9c8356d1e3,http://arxiv.org/pdf/2208.09632
NU,Neelesh A. Patankar,1696499,Most Cited,On the Modeling of Hydrophobic Contact Angles on Rough Surfaces,2003,755,https://www.semanticscholar.org/paper/ea87b73d5b68cc5966c1908b8eb807cdf4fb9a22,https://doi.org/10.1021/LA026612+
NU,Neelesh A. Patankar,1696499,Most Cited,Mimicking the lotus effect: influence of double roughness structures and slender pillars.,2004,732,https://www.semanticscholar.org/paper/2da461c97997bb2a43c958660c86ab95d702ebe3,https://doi.org/10.1021/LA048629T
NU,Neelesh A. Patankar,1696499,Most Cited,Direct numerical simulations of fluid-solid systems using the arbitrary Langrangian-Eulerian technique,2001,705,https://www.semanticscholar.org/paper/97917cddcfb637db10db9e96314d5683b8ed7ac0,https://doi.org/10.1006/JCPH.2000.6592
NU,Neelesh A. Patankar,1696499,Most Cited,Transition between superhydrophobic states on rough surfaces.,2004,681,https://www.semanticscholar.org/paper/bcc9524d2a28ac234cd0cec680549ed8055b41f2,https://doi.org/10.1021/LA049329E
NU,Neelesh A. Patankar,1696499,Most Cited,Multiple Equilibrium Droplet Shapes and Design Criterion for Rough Hydrophobic Surfaces,2003,564,https://www.semanticscholar.org/paper/05ee4ea5065ec6c2f43d41d914d82ad8b911b5ae,https://doi.org/10.1021/LA0268348
NU,Neelesh A. Patankar,1696499,Most Cited,Stabilization of Leidenfrost vapour layer by textured superhydrophobic surfaces,2012,508,https://www.semanticscholar.org/paper/40afec34db977ecfd4c85fafa8012ef62853e869,https://doi.org/10.1038/nature11418
NU,Neelesh A. Patankar,1696499,Most Cited,Numerical simulation of electroosmotic flow.,1998,471,https://www.semanticscholar.org/paper/bed94b59348939567d1297d2d051d16e9869e09f,https://doi.org/10.1021/ac970846u
NU,Neelesh A. Patankar,1696499,Most Cited,A new formulation of the distributed Lagrange multiplier/fictitious domain method for particulate flows,2000,411,https://www.semanticscholar.org/paper/ee025ee468deb8bd82732a8b2d2e8b0eac0c3002,https://doi.org/10.1016/S0301-9322(99)00100-7
NU,Neelesh A. Patankar,1696499,Most Cited,Modeling and numerical simulation of particulate flows by the Eulerian–Lagrangian approach,2001,372,https://www.semanticscholar.org/paper/d13a0111214703ca81e7fdd8d4f452ebd6dfaefd,http://www.aem.umn.edu/people/faculty/joseph/archive/docs/MOD_pap.pdf
NU,Neelesh A. Patankar,1696499,Most Cited,Immersed finite element method and its applications to biological systems.,2006,312,https://www.semanticscholar.org/paper/50a54b462c8b1bb35d9331f8e43f59b7a3341bce,https://europepmc.org/articles/pmc2830735?pdf=render
NU,Neelesh A. Patankar,1696499,Most Recent,Direct and Retrograde Wave Propagation in Unidirectionally Coupled Wilson-Cowan Oscillators.,2025,0,https://www.semanticscholar.org/paper/06711673d0b868e746278a560b7a93e8a39161e9,https://doi.org/10.1103/physrevlett.134.058401
NU,Neelesh A. Patankar,1696499,Most Recent,Ex-Vivo Mechano-Structural Characterization of Fresh Diseased Human Esophagus.,2025,1,https://www.semanticscholar.org/paper/1c1adac6af5acc8e4a6a33453cd36dfdf61e9a65,https://doi.org/10.1016/j.actbio.2025.02.051
NU,Neelesh A. Patankar,1696499,Most Recent,Short-time asymmetric droplet coalescence dynamics on a pre-wetted fiber,2024,2,https://www.semanticscholar.org/paper/0d1a6539a26924d111055ffb7216bba870f8aecd,https://doi.org/10.1063/5.0217723
NU,Neelesh A. Patankar,1696499,Most Recent,A unified constraint formulation of immersed body techniques for coupled fluid-solid motion: continuous equations and numerical algorithms,2024,0,https://www.semanticscholar.org/paper/22513506d4540fbc0eb548747c8b077c64f40998,https://doi.org/10.48550/arXiv.2402.15161
NU,Neelesh A. Patankar,1696499,Most Recent,Direct and retrograde signal propagation in unidirectionally coupled Wilson-Cowan oscillators,2024,1,https://www.semanticscholar.org/paper/330c08a114a37ce18e5e3184f338828e82f909dd,https://www.semanticscholar.org/paper/330c08a114a37ce18e5e3184f338828e82f909dd
NU,Neelesh A. Patankar,1696499,Most Recent,Neurological disorders leading to mechanical dysfunction of the esophagus: an emergent behavior of a neuromechanical dynamical system.,2024,1,https://www.semanticscholar.org/paper/54e8bf4a0edd0801cc7fb0a07ca94cd343a3efef,https://www.semanticscholar.org/paper/54e8bf4a0edd0801cc7fb0a07ca94cd343a3efef
NU,Neelesh A. Patankar,1696499,Most Recent,Perspectives on physics-based one-dimensional modeling of lung physiology,2024,1,https://www.semanticscholar.org/paper/72cfa31f593590eb21a4277783d1826d507f21fa,https://doi.org/10.3389/fphys.2025.1635983
NU,Neelesh A. Patankar,1696499,Most Recent,Enhancing Chicago Classification diagnoses with functional lumen imaging probe—mechanics (FLIP‐MECH),2024,2,https://www.semanticscholar.org/paper/b7df99056e7b6ba641e104ffaf6440776853f1be,https://doi.org/10.1111/nmo.14841
NU,Neelesh A. Patankar,1696499,Most Recent,A Software Framework for the Functional Lumen Imaging Probe—Mechanics (MechView),2024,1,https://www.semanticscholar.org/paper/bb987bd536fdd238e6cdc67a0da5a60d93531fb2,https://doi.org/10.1111/nmo.14981
NU,Neelesh A. Patankar,1696499,Most Recent,Mechanophysiology of endometriosis: a non-dimensional physiomarker to detect retrograde flow,2024,0,https://www.semanticscholar.org/paper/e69319f51fb0fdd56e9cd656e0470a5cd7bfc038,https://www.biorxiv.org/content/biorxiv/early/2024/05/16/2024.05.13.593987.full.pdf
NU,Oluwaseyi Balogun,144740713,Most Cited,Laser-based ultrasonic generation and detection of zero-group velocity Lamb waves in thin plates,2005,156,https://www.semanticscholar.org/paper/f46ba26bde24f8487657a4b3b2b3086f42825e20,https://doi.org/10.1063/1.2128063
NU,Oluwaseyi Balogun,144740713,Most Cited,Simulation and measurement of the optical excitation of the S1 zero group velocity Lamb wave resonance in plates,2007,67,https://www.semanticscholar.org/paper/4cf1eac23ec3bbd40a715561baef6b5821de28e1,https://doi.org/10.1063/1.2784031
NU,Oluwaseyi Balogun,144740713,Most Cited,Adaptive Fiber Bragg Grating Sensor Network for Structural Health Monitoring: Applications to Impact Monitoring,2011,53,https://www.semanticscholar.org/paper/34ed23227946ac0d6808ec2085fc8697714ee19b,https://doi.org/10.1177/1475921710365437
NU,Oluwaseyi Balogun,144740713,Most Cited,Tunable band gaps and transmission behavior of SH waves with oblique incident angle in periodic dielectric elastomer laminates,2018,51,https://www.semanticscholar.org/paper/5df8d47b0344f2da6eff86de558773cce278afb9,https://doi.org/10.1016/J.IJMECSCI.2018.07.038
NU,Oluwaseyi Balogun,144740713,Most Cited,Spalling-like failure by cylindrical projectiles deteriorates the ballistic performance of multi-layer graphene plates,2018,46,https://www.semanticscholar.org/paper/077d05d12d96bdc81e8575c072aae41e13037435,http://manuscript.elsevier.com/S0008622317310680/pdf/S0008622317310680.pdf
NU,Oluwaseyi Balogun,144740713,Most Cited,High-sensitivity laser-based acoustic microscopy using a modulated excitation source,2004,41,https://www.semanticscholar.org/paper/fb2a023b8ae27107299004c85f313c17de082f42,https://doi.org/10.1063/1.1802387
NU,Oluwaseyi Balogun,144740713,Most Cited,Fabrication of three-dimensional microstructures based on singled-layered SU-8 for lab-on-chip applications,2006,35,https://www.semanticscholar.org/paper/1fe9d27cfb908bd8fe4496c153944a186b71fc8d,https://doi.org/10.1016/J.SNA.2005.08.033
NU,Oluwaseyi Balogun,144740713,Most Cited,Microscale Imaging of Thermal Conductivity Suppression at Grain Boundaries,2023,31,https://www.semanticscholar.org/paper/3ee7451122c6f5882bf0b084d821703a303f35a8,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202302777
NU,Oluwaseyi Balogun,144740713,Most Cited,Tailoring polyvinyl alcohol-sodium alginate (PVA-SA) hydrogel beads by controlling crosslinking pH and time,2022,31,https://www.semanticscholar.org/paper/c4348f702ea044d61cb7043e75d69d1977c3ea3b,https://www.nature.com/articles/s41598-022-25111-7.pdf
NU,Oluwaseyi Balogun,144740713,Most Cited,High-spatial-resolution sub-surface imaging using a laser-based acoustic microscopy technique,2011,31,https://www.semanticscholar.org/paper/21bf0b8e556009656553dd85f36f0e9bf938f859,https://doi.org/10.1109/TUFFC.2011.1789
NU,Oluwaseyi Balogun,144740713,Most Recent,Microscale Imaging of Thermal Conductivity Suppression at Grain Boundaries,2023,31,https://www.semanticscholar.org/paper/3ee7451122c6f5882bf0b084d821703a303f35a8,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202302777
NU,Oluwaseyi Balogun,144740713,Most Recent,Molecular Dynamics Modeling of Thermal Conductivity of Several Hydrocarbon Base Oils,2023,7,https://www.semanticscholar.org/paper/9f3df981d68e7ac05888c1eb349614880b407b0e,https://doi.org/10.1007/s11249-023-01738-z
NU,Oluwaseyi Balogun,144740713,Most Recent,Quantitative Characterization of the Anisotropic Thermal Properties of Encapsulated Two-Dimensional MoS2 Nanofilms.,2023,3,https://www.semanticscholar.org/paper/a61e35d2c7046e8b8e28a1c5347cf1f1aca44b1b,https://doi.org/10.1021/acsami.2c18755
NU,Oluwaseyi Balogun,144740713,Most Recent,Hierarchical Deep Generative Models for Design Under Free-Form Geometric Uncertainty,2022,13,https://www.semanticscholar.org/paper/178c5e625cee14f1bf5eb08af6abc9a66793f4ec,http://arxiv.org/pdf/2202.10558
NU,Oluwaseyi Balogun,144740713,Most Recent,Mobile phone usage among Nigerians: Risk factors for musculoskeletal injuries and preventive strategies,2022,2,https://www.semanticscholar.org/paper/9cceeabfa0d1247df605ba326edc7752004c9643,https://doi.org/10.4103/npmj.npmj_92_22
NU,Oluwaseyi Balogun,144740713,Most Recent,Tailoring polyvinyl alcohol-sodium alginate (PVA-SA) hydrogel beads by controlling crosslinking pH and time,2022,31,https://www.semanticscholar.org/paper/c4348f702ea044d61cb7043e75d69d1977c3ea3b,https://www.nature.com/articles/s41598-022-25111-7.pdf
NU,Oluwaseyi Balogun,144740713,Most Recent,Standardization of Aspergillus IgG diagnostic cutoff in Nigerians,2021,6,https://www.semanticscholar.org/paper/0b17304a22f609dcc0df3fe6b5c43c9d8f3271a0,https://journals.sagepub.com/doi/pdf/10.1177/20499361211050158
NU,Oluwaseyi Balogun,144740713,Most Recent,Computational Evaluation of Potency of Wind Energy Within Lagos Metropolis,2021,0,https://www.semanticscholar.org/paper/1ede6573b41dce05106bdc2fed1ba76f661a6816,https://doi.org/10.1007/978-981-15-9209-6_10
NU,Oluwaseyi Balogun,144740713,Most Recent,Dynamic Control of Plasmonic Localization by Inverse Optimization of Spatial Phase Modulation,2021,8,https://www.semanticscholar.org/paper/2a9dfe49e3329dfe114a3b940ac6080dfdecc448,https://figshare.com/articles/journal_contribution/Dynamic_Control_of_Plasmonic_Localization_by_Inverse_Optimization_of_Spatial_Phase_Modulation/17698438/1/files/32395573.pdf
NU,Oluwaseyi Balogun,144740713,Most Recent,Nanomechanical property evaluation of tungsten thin film via frequency-domain photoacoustic microscopy,2021,1,https://www.semanticscholar.org/paper/2c4dd1440d9f18dbcae238b9fbf0ace1e430dedb,https://doi.org/10.1016/j.tsf.2021.139050
NU,Petia M. Vlahovska,2707828,Most Cited,A new class of synthetic retinoid antibiotics effective against bacterial persisters,2018,333,https://www.semanticscholar.org/paper/51cbf12e023727ca38818caf568d1eda37a24a4d,https://europepmc.org/articles/pmc6462414?pdf=render
NU,Petia M. Vlahovska,2707828,Most Cited,Electrohydrodynamics of drops in strong uniform dc electric fields,2010,164,https://www.semanticscholar.org/paper/72236baf733de8fdcf851551a234b3cafda9042f,https://pubs.aip.org/aip/pof/article-pdf/doi/10.1063/1.3507919/15886305/112110_1_online.pdf
NU,Petia M. Vlahovska,2707828,Most Cited,Vesicles in electric fields: Some novel aspects of membrane behavior,2009,158,https://www.semanticscholar.org/paper/5aa03e69f7a588fb26f9450d137d098fa7fd86b6,https://doi.org/10.1039/B901963D
NU,Petia M. Vlahovska,2707828,Most Cited,A selective membrane-targeting repurposed antibiotic with activity against persistent methicillin-resistant Staphylococcus aureus,2019,157,https://www.semanticscholar.org/paper/9bf4ec923b5761c57dcc051ccd0991b7aa0aff56,https://www.pnas.org/content/pnas/116/33/16529.full.pdf
NU,Petia M. Vlahovska,2707828,Most Cited,Vesicles and red blood cells in flow: From individual dynamics to rheology,2009,155,https://www.semanticscholar.org/paper/e5fa29a1907bbf4c9cbce0ca8ad83b72c9c94b21,https://doi.org/10.1016/J.CRHY.2009.10.001
NU,Petia M. Vlahovska,2707828,Most Cited,Electrohydrodynamics of Drops and Vesicles,2019,141,https://www.semanticscholar.org/paper/33be02206f3e0833f76b34d1b507bea6ff4ade14,https://www.annualreviews.org/doi/pdf/10.1146/annurev-fluid-122316-050120
NU,Petia M. Vlahovska,2707828,Most Cited,Dynamics of a viscous vesicle in linear flows.,2006,132,https://www.semanticscholar.org/paper/1aeef884af4e27330bcc72b60a027345016115b6,http://arxiv.org/pdf/physics/0608039
NU,Petia M. Vlahovska,2707828,Most Cited,Continuum- and particle-based modeling of shapes and dynamics of red blood cells in health and disease.,2013,131,https://www.semanticscholar.org/paper/61037e821125bb0149a9ff4421dbcfe62a51b79a,https://www.osti.gov/biblio/1564995
NU,Petia M. Vlahovska,2707828,Most Cited,Electrohydrodynamic model of vesicle deformation in alternating electric fields.,2008,123,https://www.semanticscholar.org/paper/2502da30980c118cca77bbda821d433b1f133cdc,https://europepmc.org/articles/pmc2712034?pdf=render
NU,Petia M. Vlahovska,2707828,Most Cited,Vesicles in Poiseuille flow.,2008,112,https://www.semanticscholar.org/paper/daab95ba6397c93d79c6b1da70cffde943427282,http://arxiv.org/pdf/0809.4028
NU,Petia M. Vlahovska,2707828,Most Recent,BPS2025 - Thermal undulations and dynamic structure factor of liposomes,2025,0,https://www.semanticscholar.org/paper/06d907ba1e83eb46c208167b20c747b39f997816,https://doi.org/10.1016/j.bpj.2024.11.2290
NU,Petia M. Vlahovska,2707828,Most Recent,Microswimmer dynamics in a Hele-Shaw droplet.,2025,2,https://www.semanticscholar.org/paper/1daaa5344429104257843e498902af60d9788c0b,https://doi.org/10.1098/rsta.2024.0254
NU,Petia M. Vlahovska,2707828,Most Recent,Renormalized mechanics and stochastic thermodynamics of growing vesicles,2025,0,https://www.semanticscholar.org/paper/2156c646eeab284f8db38ef3c7080637a1f6a1be,https://www.semanticscholar.org/paper/2156c646eeab284f8db38ef3c7080637a1f6a1be
NU,Petia M. Vlahovska,2707828,Most Recent,Electrodeformation of DMPC vesicle membranes near the main phase transition.,2025,0,https://www.semanticscholar.org/paper/8fe3b1226707f499b08691caab0c114462f40258,https://doi.org/10.1016/j.bpj.2025.08.023
NU,Petia M. Vlahovska,2707828,Most Recent,Diffuse-charge dynamics across a capacitive interface in a DC electric field.,2025,1,https://www.semanticscholar.org/paper/a54c358514b57121275b234cf5bd82b5f0aabd2d,https://www.semanticscholar.org/paper/a54c358514b57121275b234cf5bd82b5f0aabd2d
NU,Petia M. Vlahovska,2707828,Most Recent,Electrohydrodynamic drift of a drop away from an insulating wall,2025,1,https://www.semanticscholar.org/paper/aa559e2fdf2391a111f5c50f8b19f2c83b178329,https://doi.org/10.1103/l8pb-9qxk
NU,Petia M. Vlahovska,2707828,Most Recent,Instability of a fluctuating biomimetic membrane driven by an applied uniform DC electric field.,2025,0,https://www.semanticscholar.org/paper/ad52d2f1f4b9f154f0e918585a90dfd1497df525,https://doi.org/10.1103/91m7-tq8k
NU,Petia M. Vlahovska,2707828,Most Recent,Turbulent-like flows in quasi two-dimensional dense suspensions of motile colloids.,2025,0,https://www.semanticscholar.org/paper/d331cb4da6805d912204b7221443ebf34045f7f8,https://doi.org/10.1039/d5sm00192g
NU,Petia M. Vlahovska,2707828,Most Recent,Diffuse-charge dynamics across a capacitive interface in a dc electric field.,2025,2,https://www.semanticscholar.org/paper/d77d36e765e1c1020bf1fd74a6f3d7b77c0f7d39,https://doi.org/10.1103/physreve.111.055404
NU,Petia M. Vlahovska,2707828,Most Recent,Dynamic structure factor of undulating vesicles: finite-size and spherical geometry effects with application to neutron spin echo experiments,2024,8,https://www.semanticscholar.org/paper/257fccf3d996c68fd49b1541452a0f080365945f,https://doi.org/10.1140/epje/s10189-023-00400-9
NU,Ping Guo,144264373,Most Cited,A novel method for early software quality prediction based on support vector machine,2005,150,https://www.semanticscholar.org/paper/2b62d14e30d524a1c4c6e47310ee9eae7bcc96a5,https://doi.org/10.1109/ISSRE.2005.6
NU,Ping Guo,144264373,Most Cited,Imaging fibroblast activation protein in liver cancer: a single-center post hoc retrospective analysis to compare [68Ga]Ga-FAPI-04 PET/CT versus MRI and [18F]-FDG PET/CT,2020,134,https://www.semanticscholar.org/paper/522c4f033108ae32686d08f670794f1639af760a,https://doi.org/10.1007/s00259-020-05095-0
NU,Ping Guo,144264373,Most Cited,Damage formation and suppression in rotary ultrasonic machining of hard and brittle materials: A critical review,2018,134,https://www.semanticscholar.org/paper/3edee216de13a919df25a5b118cdf96ad99d683a,https://doi.org/10.1016/J.CERAMINT.2017.10.050
NU,Ping Guo,144264373,Most Cited,Role of the Gut-Brain Axis in the Shared Genetic Etiology Between Gastrointestinal Tract Diseases and Psychiatric Disorders,2023,128,https://www.semanticscholar.org/paper/ea0843f47d5582b165321d9779631c5f18b74f48,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/2801422/jamapsychiatry_gong_2023_oi_220099_1680639129.00865.pdf
