Professor Name (Original),Author ID,Paper Type,Paper Title,Link
M. Quinn Brewster,47258804,10 Most Recent,A Conservation-Based Transitional Boundary Layer Model,https://www.semanticscholar.org/paper/a2d5ed2584342211687d068f7215098d78d6de22
M. Quinn Brewster,47258804,10 Most Recent,Analysis of radiation-induced cooling and growth of mist and cloud droplets,https://www.semanticscholar.org/paper/454bbb65b4151f459cee093300e997ad75b0e11d
M. Quinn Brewster,47258804,10 Most Recent,Radiation-Induced Condensational Growth and Cooling of Cloud-Sized Mist Droplets,https://www.semanticscholar.org/paper/608747706c90f36c94e11c38aa6e25a3d71f0096
M. Quinn Brewster,47258804,10 Most Recent,Evaporation of water at high mass-transfer rates by natural convection air flow with application to spent-fuel pools,https://www.semanticscholar.org/paper/89b830549cc0aaccea14a9cdb70db4b2f1c13d4f
M. Quinn Brewster,47258804,10 Most Recent,Credit : 2 PDH Course Title : Enhanced Distillation Under Infrared Characteristic 3 Easy Steps to Complete the Course : 1,https://www.semanticscholar.org/paper/10fb34cf5242a63bb0750a57e1e4f7af61bd8fa5
M. Quinn Brewster,47258804,10 Most Recent,Enhanced Distillation Under Infrared Characteristic Radiation,https://www.semanticscholar.org/paper/4269883fd66b25f9e32f34695b4146d3b5daae74
M. Quinn Brewster,47258804,10 Most Recent,Water Evaporation and Condensation in Air With Radiation: The Self-Similar Spalding Model,https://www.semanticscholar.org/paper/763e61e857d91e9a997e4a4d8ab0da0ddd45e83b
M. Quinn Brewster,47258804,10 Most Recent,Corrigendum to __vaporation and condensation of water mist/cloud droplets with thermal radiation_ [Int. J. Heat Mass Transfer 88 (2015) 695_712],https://www.semanticscholar.org/paper/cfebefe0f6015a17a20208f139a005fa2aeb5a72
M. Quinn Brewster,47258804,10 Most Recent,"Optical Properties of Variable-Composition Aluminum/Alumina Thin Films, Part 1",https://www.semanticscholar.org/paper/4331c5a12ba682f8cd955454c1eacef4a2bd8a1e
Mariana E. Kersh,4648221,10 Most Cited,Physical activity when young provides lifelong benefits to cortical bone size and strength in men,https://www.semanticscholar.org/paper/2bf70f0aa967d846341731fc2d6f81d7062e40cb
Mariana E. Kersh,4648221,10 Most Cited,Mechanical properties of normal and osteoarthritic human articular cartilage.,https://www.semanticscholar.org/paper/aa3437e9c64067f82b9e09e212212ee529696f90
Mariana E. Kersh,4648221,10 Most Cited,Mechanical Loading of the Femoral Neck in Human Locomotion,https://www.semanticscholar.org/paper/908c7b8e84568d84051b91fe5ce07e26428d5ef6
Mariana E. Kersh,4648221,10 Most Cited,"Effects of a 12__onth Supervised, Community__ased, Multimodal Exercise Program Followed by a 6__onth Research__o__ractice Transition on Bone Mineral Density, Trabecular Microarchitecture, and Physical Function in Older Adults: A Randomized Controlled Trial",https://www.semanticscholar.org/paper/5db8a170a7bedf22bf68f92aed00cc1bab14898b
Mariana E. Kersh,4648221,10 Most Cited,Strain energy in the femoral neck during exercise.,https://www.semanticscholar.org/paper/4e1553380400eb3cad394f1c3b87fb4159a4d82b
Mariana E. Kersh,4648221,10 Most Cited,Tough and tunable scaffold-hydrogel composite biomaterial for soft-to-hard musculoskeletal tissue interfaces,https://www.semanticscholar.org/paper/b83035760819c6397df1a666bad87eb7a59cdd13
Mariana E. Kersh,4648221,10 Most Cited,Measurement of structural anisotropy in femoral trabecular bone using clinical-resolution CT images.,https://www.semanticscholar.org/paper/9cfc45accf53e6b4f65828c5499988be82210820
Mariana E. Kersh,4648221,10 Most Cited,Anisotropic Foams via Frontal Polymerization,https://www.semanticscholar.org/paper/0f491a0d7632292be51c36bff54c8c1785047d8d
Mariana E. Kersh,4648221,10 Most Cited,Establishing the Basis for Mechanobiology-Based Physical Therapy Protocols to Potentiate Cellular Healing and Tissue Regeneration,https://www.semanticscholar.org/paper/d6b4488bb0e9b37c2b24f0bbe25e842cb1c0669d
Mariana E. Kersh,4648221,10 Most Cited,Assessment of Transverse Isotropy in Clinical-Level CT Images of Trabecular Bone Using the Gradient Structure Tensor,https://www.semanticscholar.org/paper/654a542ffdc081ce0e795af727fc72965ccf0745
Mariana E. Kersh,4648221,10 Most Recent,Effect of acute performance fatigue on tibial bone strain during basketball maneuvers.,https://www.semanticscholar.org/paper/0c3521ae442aaaf833e789f91877cbcbcc0066fb
Mariana E. Kersh,4648221,10 Most Recent,Non-invasive detection of local microstructural damage in tendon via Diffusion Tensor MRI,https://www.semanticscholar.org/paper/34af9baa083da88bc68297f68fc969228e81e7f0
Mariana E. Kersh,4648221,10 Most Recent,Role of muscle forces on strain distributions in the proximal femur.,https://www.semanticscholar.org/paper/4288f62273069e2ef3924c50605bdabdb4281702
Mariana E. Kersh,4648221,10 Most Recent,A registration strategy to characterize DTI-observed changes in skeletal muscle architecture due to passive shortening,https://www.semanticscholar.org/paper/6dd13a7fd3a36ff721ba8eca2d7fc783a51389f3
Mariana E. Kersh,4648221,10 Most Recent,MRI-based 3D Estimation of Skeletal Muscle Architecture and Strain during Contraction,https://www.semanticscholar.org/paper/998d52f977789fd6f8fa0ffdcb48780d37095d04
Mariana E. Kersh,4648221,10 Most Recent,The common marmoset as a translational model of age-related osteoarthritis.,https://www.semanticscholar.org/paper/70f3362ccefb656b34b21dd191ab7ee644dde2ff
Mariana E. Kersh,4648221,10 Most Recent,A simple analytical model for predicting locomotive ground reaction forces in foals,https://www.semanticscholar.org/paper/7db64f40486e4c818f710e0ab1f0e39f6b3489dd
Mariana E. Kersh,4648221,10 Most Recent,Inhibition of mTORC1 by rapamycin results in feedback activation of AktS473 and aggravates hallmarks of osteoarthritis in female mice and non-human primates,https://www.semanticscholar.org/paper/8959b8327ee2f32750539df630fc5ba9a3dcf34d
Mariana E. Kersh,4648221,10 Most Recent,A registration strategy to characterize DTI-observed changes in skeletal muscle architecture due to passive shortening,https://www.semanticscholar.org/paper/ac69f39dc540ac8ab062904139d84e7dcb4c3747
Mariana E. Kersh,4648221,10 Most Recent,Correction: Assessment of Mechanically Induced Changes in Helical Fiber Microstructure Using Diffusion Tensor Imaging,https://www.semanticscholar.org/paper/e42b204b323cb911fe1d2adeac2296a1fa2f9845
Martin Ostoja-Starzewski,101521196,10 Most Cited,A New Approach to Understanding the Fundamental Physical Phenomena Governing Tunnel Wall Stability under Shock Loading using Peridynamic Theory (July 25 2011).,https://www.semanticscholar.org/paper/b08b0845e9d1801979572efff532d68fe54c6fc0
Martin Ostoja-Starzewski,101521196,10 Most Recent,A New Approach to Understanding the Fundamental Physical Phenomena Governing Tunnel Wall Stability under Shock Loading using Peridynamic Theory (July 25 2011).,https://www.semanticscholar.org/paper/b08b0845e9d1801979572efff532d68fe54c6fc0
Matthew West,2055933040,10 Most Cited,Average frequencies of digits in infinite IFS__ and applications to continued fractions and Lüroth expansions,https://www.semanticscholar.org/paper/846cadbfb29091c5c9f7f68b4bc61a331a0ccfcd
Matthew West,2055933040,10 Most Cited,On the continuity of entropy of Lorenz maps,https://www.semanticscholar.org/paper/1ff81052b48e15c58a103c63f004b816e5eec3fc
Matthew West,2055933040,10 Most Cited,Periodic Intermediate β-Expansions of Pisot Numbers,https://www.semanticscholar.org/paper/7952532d30766137138f160cbd1f6dbbfe0806f1
Matthew West,2055933040,10 Most Cited,A pair of non-isometric potentials with the same semiclassical invariants,https://www.semanticscholar.org/paper/b946c3ceb09817c6c666a5d95e9a879c22514921
Matthew West,2055933040,10 Most Recent,A pair of non-isometric potentials with the same semiclassical invariants,https://www.semanticscholar.org/paper/b946c3ceb09817c6c666a5d95e9a879c22514921
Matthew West,2055933040,10 Most Recent,Periodic Intermediate β-Expansions of Pisot Numbers,https://www.semanticscholar.org/paper/7952532d30766137138f160cbd1f6dbbfe0806f1
Matthew West,2055933040,10 Most Recent,Average frequencies of digits in infinite IFS__ and applications to continued fractions and Lüroth expansions,https://www.semanticscholar.org/paper/846cadbfb29091c5c9f7f68b4bc61a331a0ccfcd
Matthew West,2055933040,10 Most Recent,On the continuity of entropy of Lorenz maps,https://www.semanticscholar.org/paper/1ff81052b48e15c58a103c63f004b816e5eec3fc
Mattia Gazzola,2597297,10 Most Cited,Phototactic guidance of a tissue-engineered soft-robotic ray,https://www.semanticscholar.org/paper/3991ae8dd521cbfd22ceb8c8ae6eea78cb2d5afe
Mattia Gazzola,2597297,10 Most Cited,Scaling macroscopic aquatic locomotion,https://www.semanticscholar.org/paper/8a93207fc66d21e5fdda2935faf60a44e46d5b74
Mattia Gazzola,2597297,10 Most Cited,Simulations of single and multiple swimmers with non-divergence free deforming geometries,https://www.semanticscholar.org/paper/88d93846550eff53fdef1d816b8ecbf7770333d5
Mattia Gazzola,2597297,10 Most Cited,Forward and inverse problems in the mechanics of soft filaments,https://www.semanticscholar.org/paper/f327fa33b3eb8081819f9326f2214c918e9e64ea
Mattia Gazzola,2597297,10 Most Cited,C-start: optimal start of larval fish,https://www.semanticscholar.org/paper/2803e2e8baeca32e0bae3fd3a404a28eec13be38
Mattia Gazzola,2597297,10 Most Cited,Neuromuscular actuation of biohybrid motile bots,https://www.semanticscholar.org/paper/ccc1228500a4dc6852c203b2a7a4b4878371cdc5
Mattia Gazzola,2597297,10 Most Cited,Learning to school in the presence of hydrodynamic interactions,https://www.semanticscholar.org/paper/41ae7a086c77dba2822726460b374019ce216f0c
Mattia Gazzola,2597297,10 Most Cited,Reinforcement Learning and Wavelet Adapted Vortex Methods for Simulations of Self-propelled Swimmers,https://www.semanticscholar.org/paper/a8037c45702cb696ee99251d3c4d049dcd1b66fa
Mattia Gazzola,2597297,10 Most Cited,Elastica: A Compliant Mechanics Environment for Soft Robotic Control,https://www.semanticscholar.org/paper/8f3deb39580d1164796af404df16859a9dd42362
Mattia Gazzola,2597297,10 Most Cited,Modeling and simulation of complex dynamic musculoskeletal architectures,https://www.semanticscholar.org/paper/bce3b7375e8f4bfc311b0d40ae91966e4476d63d
Mattia Gazzola,2597297,10 Most Recent,Simulations and experiments with assemblies of fiber-reinforced soft actuators,https://www.semanticscholar.org/paper/0d076479f04b822b38bc30bc3c933035498d01f5
Mattia Gazzola,2597297,10 Most Recent,Neural reservoir control of a soft bio-hybrid arm,https://www.semanticscholar.org/paper/bdf52368ff635b513c6ab0132c29eb52e4ee9d99
Mattia Gazzola,2597297,10 Most Recent,"Self-propelling, soft, and slender structures in fluids: Cosserat rods immersed in the velocity__orticity formulation of the incompressible Navier__tokes equations",https://www.semanticscholar.org/paper/d057436e60ba6b4616a8013e56da75d4d51c9267
Mattia Gazzola,2597297,10 Most Recent,Geometry for low-inertia aerosol capture: Lessons from fog-basking beetles,https://www.semanticscholar.org/paper/38f14d4708c44ddabb95c3aa19248fdba7cccb63
Mattia Gazzola,2597297,10 Most Recent,"On the mechanical origins of waving, coiling and skewing in Arabidopsis thaliana roots",https://www.semanticscholar.org/paper/5d6c3d4a3b2c05bb98b81e9619e90c001f2e328f
Mattia Gazzola,2597297,10 Most Recent,"Soft, slender and active structures in fluids: embedding Cosserat rods in vortex methods",https://www.semanticscholar.org/paper/5e1199fb3fd3a10045aae824025414275421b5e9
Mattia Gazzola,2597297,10 Most Recent,Neuronal innervation regulates the secretion of neurotrophic myokines and exosomes from skeletal muscle,https://www.semanticscholar.org/paper/62f1e21ca7bf33dff1f9753047b2a659ac19af27
Mattia Gazzola,2597297,10 Most Recent,Highly stretchable and customizable microneedle electrode arrays for intramuscular electromyography,https://www.semanticscholar.org/paper/68b744c2926ca49b2ac601023a2403d88c559f1b
Mattia Gazzola,2597297,10 Most Recent,"Topology, dynamics, and control of a muscle-architected soft arm",https://www.semanticscholar.org/paper/731c881175b8f15d2c1a9d0c1f04ab79a922de0b
Mattia Gazzola,2597297,10 Most Recent,A Neural Network-Based Framework for Fast and Smooth Posture Reconstruction of a Soft Continuum Arm,https://www.semanticscholar.org/paper/da5716a1cc573609e69b201f50dc7199e061b996
naira hovakimyan,2130392,10 Most Cited,L1 Adaptive Control Theory - Guaranteed Robustness with Fast Adaptation,https://www.semanticscholar.org/paper/0ecf1594b8a3fada8bd0bb45c55f2e6c8b300746
naira hovakimyan,2130392,10 Most Cited,Design and Analysis of a Novel ${\cal L}_1$ Adaptive Control Architecture With Guaranteed Transient Performance,https://www.semanticscholar.org/paper/0cd71faf1d4e886bc5a77dbf6b6dae187fdfe8e1
naira hovakimyan,2130392,10 Most Cited,Path Following for Unmanned Aerial Vehicles Using L1 Adaptive Augmentation of Commercial Autopilots,https://www.semanticscholar.org/paper/d1fc2f8c1593591d02b3841baa5e9b965bff5d41
naira hovakimyan,2130392,10 Most Cited,Agriculture-Vision: A Large Aerial Image Database for Agricultural Pattern Analysis,https://www.semanticscholar.org/paper/9441e3fc5d7527ee8600248e0eb44450379cdd67
naira hovakimyan,2130392,10 Most Cited,L(sub 1) Adaptive Control Design for NASA AirSTAR Flight Test Vehicle,https://www.semanticscholar.org/paper/cfdf125c775e26bbb76337d145998a9791c83f0f
naira hovakimyan,2130392,10 Most Cited,L1 Adaptive Output-Feedback Controller for Non-Strictly-Positive-Real Reference Systems: Missile Longitudinal Autopilot Design,https://www.semanticscholar.org/paper/ad8ed7624d02e398837e25592e7723ab255920fa
naira hovakimyan,2130392,10 Most Cited,Neural Network Adaptive Control for a Class of Nonlinear Uncertain Dynamical Systems With Asymptotic Stability Guarantees,https://www.semanticscholar.org/paper/b78510f9a1fda01575b2d348cde365c4369accc4
naira hovakimyan,2130392,10 Most Cited,$\mathcal {L}_1$Adaptive Control for Safety-Critical Systems,https://www.semanticscholar.org/paper/ad1092fbe38f90072f7d1b5328503fc93d9996ff
naira hovakimyan,2130392,10 Most Cited,Guaranteed Transient Performance with L1 Adaptive Controller for Systems with Unknown Time-varying Parameters and Bounded Disturbances: Part I,https://www.semanticscholar.org/paper/c56d778eaa1b156c08973a1abbe8bddd8e7be032
naira hovakimyan,2130392,10 Most Cited,Coordinated Path Following for Time-Critical Missions of Multiple UAVs via L1 Adaptive Output Feedback Controllers,https://www.semanticscholar.org/paper/ddbad2f61168e0fede4c42f6741602cb29478698
naira hovakimyan,2130392,10 Most Recent,Networked Control and Mean Field Problems Under Diagonal Dominance: Decentralized and Social Optimality,https://www.semanticscholar.org/paper/0aaa1d3f85af596b980cf69263b1fd542e5ce398
naira hovakimyan,2130392,10 Most Recent,Online Defensive Motion Planning Against Adversarial Swarm Attacks using Bernstein Polynomials-Based Model Predictive Control,https://www.semanticscholar.org/paper/0bd704eafb92df916bee6524b4d6087c0fa2e479
naira hovakimyan,2130392,10 Most Recent,Wasserstein Distributionally Robust Adaptive Covariance Steering,https://www.semanticscholar.org/paper/0c93cb993b5511a4e5cfde7e7d8a5f4ee5b11bd1
naira hovakimyan,2130392,10 Most Recent,Guided Sampling-Based Motion Planning Algorithm for Dynamic and Obstacle Cluttered Environments,https://www.semanticscholar.org/paper/0cd1cf82809885c0188d248dcf4279ff176ff8a5
naira hovakimyan,2130392,10 Most Recent,A Tutorial on Autonomy and Advanced Air Mobility: Aviation Paradigm Change,https://www.semanticscholar.org/paper/140f483e6e36bf161e868dc92000bb9967d2b85e
naira hovakimyan,2130392,10 Most Recent,Do Satellite Tasks Need Special Pretraining?,https://www.semanticscholar.org/paper/1a37934c521402862a054be35cd265218b14857a
naira hovakimyan,2130392,10 Most Recent,Bregman Centroid Guided Cross-Entropy Method,https://www.semanticscholar.org/paper/1ffd102eabe69285e9225493b729de582c5d82f1
naira hovakimyan,2130392,10 Most Recent,Hessian Riemannian Flow For Multi-Population Wardrop Equilibrium,https://www.semanticscholar.org/paper/4c710a99dd10d36f9704f420e3e460f886c4bb4f
naira hovakimyan,2130392,10 Most Recent,$\mathcal{L}_1$-DRAC: Distributionally Robust Adaptive Control,https://www.semanticscholar.org/paper/58afb4a9e110cb316990c0badb2ebeee50cf60ae
naira hovakimyan,2130392,10 Most Recent,Robust Path-Following Controller for Multirotor Vehicles in Uncertain Wind Conditions,https://www.semanticscholar.org/paper/59cb23b3012259d67720839eee96bab496faa18d
Nazanin Farjam,103644296,10 Most Cited,Area-Selective Atomic Layer Deposition Patterned by Electrohydrodynamic Jet Printing for Additive Manufacturing of Functional Materials and Devices.,https://www.semanticscholar.org/paper/eac4d63888781ba006962f71b9ad2f336968ed4b
Nazanin Farjam,103644296,10 Most Cited,Integrating Structural Colors with Additive Manufacturing Using Atomic Layer Deposition.,https://www.semanticscholar.org/paper/2998c8a179ce15103f5928c80c3d1bc137bb4a4d
Nazanin Farjam,103644296,10 Most Cited,Subtractive patterning: High-resolution electrohydrodynamic jet printing with solvents,https://www.semanticscholar.org/paper/22bf21a5e4144b2f6fe13926eff8ba82efcd1cfb
Nazanin Farjam,103644296,10 Most Cited,High-fidelity Modeling and Validation of Electrohydrodynamic Jet Printing,https://www.semanticscholar.org/paper/d8dd71565f8cb6e23567469cf440619bf0d668cc
Nazanin Farjam,103644296,10 Most Cited,A High-Fidelity Modeling Framework for Near-Field Electrohydrodynamic Jet Printing,https://www.semanticscholar.org/paper/4c1330f3112439237e13f0907b533fdf881fe92f
Nazanin Farjam,103644296,10 Most Cited,Subtractive Patterning of Nanoscale Thin Films Using Acid__ased Electrohydrodynamic__et Printing,https://www.semanticscholar.org/paper/6b00e1f627a9fdb4d9848fd9bb377270735badb3
Nazanin Farjam,103644296,10 Most Cited,Input Shaping for Control of a High-Resolution Electrohydrodynamic Jet Printing Process,https://www.semanticscholar.org/paper/dc80532130580ff05560032c0fc8e12c374de3b6
Nazanin Farjam,103644296,10 Most Cited,A Framework for Modeling and Control for Extrusion-based Additive Manufacturing,https://www.semanticscholar.org/paper/a2b2d9ca5d7dd6e875bb6ba6d86a0d6bf7fd94be
Nazanin Farjam,103644296,10 Most Cited,Subtractive Patterning of Nanoscale Thin Films Using Acid__ased Electrohydrodynamic__et Printing (Small Methods 5/2024),https://www.semanticscholar.org/paper/f8df3fc68e86d85253cab2fd4034d83ffbcb40f8
Nazanin Farjam,103644296,10 Most Recent,A Framework for Modeling and Control for Extrusion-based Additive Manufacturing,https://www.semanticscholar.org/paper/a2b2d9ca5d7dd6e875bb6ba6d86a0d6bf7fd94be
Nazanin Farjam,103644296,10 Most Recent,Subtractive Patterning of Nanoscale Thin Films Using Acid__ased Electrohydrodynamic__et Printing (Small Methods 5/2024),https://www.semanticscholar.org/paper/f8df3fc68e86d85253cab2fd4034d83ffbcb40f8
Nazanin Farjam,103644296,10 Most Recent,Subtractive Patterning of Nanoscale Thin Films Using Acid__ased Electrohydrodynamic__et Printing,https://www.semanticscholar.org/paper/6b00e1f627a9fdb4d9848fd9bb377270735badb3
Nazanin Farjam,103644296,10 Most Recent,Input Shaping for Control of a High-Resolution Electrohydrodynamic Jet Printing Process,https://www.semanticscholar.org/paper/dc80532130580ff05560032c0fc8e12c374de3b6
Nazanin Farjam,103644296,10 Most Recent,Integrating Structural Colors with Additive Manufacturing Using Atomic Layer Deposition.,https://www.semanticscholar.org/paper/2998c8a179ce15103f5928c80c3d1bc137bb4a4d
Nazanin Farjam,103644296,10 Most Recent,High-fidelity Modeling and Validation of Electrohydrodynamic Jet Printing,https://www.semanticscholar.org/paper/d8dd71565f8cb6e23567469cf440619bf0d668cc
Nazanin Farjam,103644296,10 Most Recent,A High-Fidelity Modeling Framework for Near-Field Electrohydrodynamic Jet Printing,https://www.semanticscholar.org/paper/4c1330f3112439237e13f0907b533fdf881fe92f
Nazanin Farjam,103644296,10 Most Recent,Subtractive patterning: High-resolution electrohydrodynamic jet printing with solvents,https://www.semanticscholar.org/paper/22bf21a5e4144b2f6fe13926eff8ba82efcd1cfb
Nazanin Farjam,103644296,10 Most Recent,Area-Selective Atomic Layer Deposition Patterned by Electrohydrodynamic Jet Printing for Additive Manufacturing of Functional Materials and Devices.,https://www.semanticscholar.org/paper/eac4d63888781ba006962f71b9ad2f336968ed4b
Nenad Miljkovic,5089466,10 Most Cited,Solar steam generation by heat localization,https://www.semanticscholar.org/paper/63a8560dfd8adac86d0b3084d08b7c4eab9815d8
Nenad Miljkovic,5089466,10 Most Cited,Jumping-droplet-enhanced condensation on scalable superhydrophobic nanostructured surfaces.,https://www.semanticscholar.org/paper/b594c9f76959654ee2317fdd378f0aaf68d99faa
Nenad Miljkovic,5089466,10 Most Cited,Effect of droplet morphology on growth dynamics and heat transfer during condensation on superhydrophobic nanostructured surfaces.,https://www.semanticscholar.org/paper/09a662dc0ab2c6509ea167869715518ae1d85d33
Nenad Miljkovic,5089466,10 Most Cited,Volumetric solar heating of nanofluids for direct vapor generation,https://www.semanticscholar.org/paper/caf9a5ec16cdf2f517bef2d47a989f8664faabd3
Nenad Miljkovic,5089466,10 Most Cited,Condensation on superhydrophobic surfaces: the role of local energy barriers and structure length scale.,https://www.semanticscholar.org/paper/6dd872be49d188d7bd4f7f36d97823600762eae4
Nenad Miljkovic,5089466,10 Most Cited,Condensation heat transfer on superhydrophobic surfaces,https://www.semanticscholar.org/paper/2f27aa079ae1cd6e65854808442e0023043c3a69
Nenad Miljkovic,5089466,10 Most Cited,How coalescing droplets jump.,https://www.semanticscholar.org/paper/2c94a85188f593d035e92620c76b14cd03040f20
Nenad Miljkovic,5089466,10 Most Cited,Dropwise Condensation on Micro- and Nanostructured Surfaces,https://www.semanticscholar.org/paper/4a63b0e03fd4aacf39d0ee6e5c49225461f2ef37
Nenad Miljkovic,5089466,10 Most Cited,Modeling and Optimization of Superhydrophobic Condensation,https://www.semanticscholar.org/paper/35746df996bd9c96804572c44d780184b6f920e5
Nenad Miljkovic,5089466,10 Most Cited,Scalable graphene coatings for enhanced condensation heat transfer.,https://www.semanticscholar.org/paper/a4a8bb50230331e7fd36b1467aac1ea0b5af5724
Nenad Miljkovic,5089466,10 Most Recent,Phase change material integrated cooling for transient thermal management of electronic devices,https://www.semanticscholar.org/paper/1194a06a8b94ddfc9dd28acbc5e3fd9b050bf6cd
Nenad Miljkovic,5089466,10 Most Recent,Thermally Responsive Hydrogels for Passive Temperature Regulation under Direct Sunlight,https://www.semanticscholar.org/paper/14fb48cf23cc41ef694d34118fa661feceea51bd
Nenad Miljkovic,5089466,10 Most Recent,Hierarchically Patterned Self-Cleaning Polymer Composites for Daytime Radiative Cooling.,https://www.semanticscholar.org/paper/151141101892673b62d8b3b354fa8d6a2908860c
Nenad Miljkovic,5089466,10 Most Recent,High power density thermal management of discrete semiconductor packages enabled by additively manufactured hybrid polymer-metal coolers,https://www.semanticscholar.org/paper/1a8391b25cd227c5d689c388224a7b6f16c8c0aa
Nenad Miljkovic,5089466,10 Most Recent,Enhanced internal condensation of R1233zd(E) on micro- and nanostructured copper and aluminum surfaces,https://www.semanticscholar.org/paper/1ea1eed40f7911a50f89b0c06c6d264afc3ada13
Nenad Miljkovic,5089466,10 Most Recent,Defect-Density-Controlled Phase-Change Phenomena.,https://www.semanticscholar.org/paper/2837b76603444dbb472205be54530f8084efe397
Nenad Miljkovic,5089466,10 Most Recent,Enhanced refrigerant flow boiling heat transfer in microstructured finned surfaces,https://www.semanticscholar.org/paper/410fc710328a3f1a579717732c4cc50a904acc41
Nenad Miljkovic,5089466,10 Most Recent,Durability and Degradation Mechanisms of Antifrosting Surfaces.,https://www.semanticscholar.org/paper/632aa936afc4941c9358c7ece8e99aaea4a51587
Nenad Miljkovic,5089466,10 Most Recent,System design and analysis methods for optimal electric vehicle thermal management,https://www.semanticscholar.org/paper/675ae30c439c6612cc4fcd3bc8d262e68463bdfb
Nenad Miljkovic,5089466,10 Most Recent,Ultra-resilient multi-layer fluorinated diamond like carbon hydrophobic surfaces,https://www.semanticscholar.org/paper/6e78d2d68bc5e7c3176b04928a95ba90427a3272
Nick G. Glumac,4433619,10 Most Cited,Combustion of nanoaluminum at elevated pressure and temperature behind reflected shock waves,https://www.semanticscholar.org/paper/94ff7acb7eaba61a51c63427223a4ad92cf21fdf
Nick G. Glumac,4433619,10 Most Cited,Evidence for the transition from the diffusion-limit in aluminum particle combustion,https://www.semanticscholar.org/paper/abf9e37742356408ede745141b4a3a62c2767b5e
Nick G. Glumac,4433619,10 Most Cited,An Assessment of In__erson and Remotely Operated Laboratories,https://www.semanticscholar.org/paper/0d1ccc0edd8efa9ed2d582d08fefce156599defc
Nick G. Glumac,4433619,10 Most Cited,Emission spectroscopy of flame fronts in aluminum suspensions,https://www.semanticscholar.org/paper/a55629d91e0f7ceb8b91986c2ee3ae3639ba29fe
Nick G. Glumac,4433619,10 Most Cited,A Practical Approach to PIV Uncertainty Analysis,https://www.semanticscholar.org/paper/7b06f723823422f19860a919fed4fa70c7396c3e
Nick G. Glumac,4433619,10 Most Cited,A correlation for burn time of aluminum particles in the transition regime,https://www.semanticscholar.org/paper/6e332fdd9d185520b5166006ef0302a8fe3827fc
Nick G. Glumac,4433619,10 Most Cited,Temporal and Spatial Evolution of a Laser Spark in Air,https://www.semanticscholar.org/paper/c34787cdf3d8cf585c4a54ad98969d19ecedae85
Nick G. Glumac,4433619,10 Most Cited,Thermal stability of potassium carbonate near its melting point,https://www.semanticscholar.org/paper/0874de1129a9cdc8bfa38620d94b9de0a8f44ca1
Nick G. Glumac,4433619,10 Most Cited,The effect of ambient pressure on laser-induced plasmas in air,https://www.semanticscholar.org/paper/70c574e6677caba870715e7f5d0ef1024b325c57
Nick G. Glumac,4433619,10 Most Cited,Molecular filtered Rayleigh scattering applied to combustion,https://www.semanticscholar.org/paper/ccff561512caffbe9aef0701b72e5bae304390b1
Nick G. Glumac,4433619,10 Most Recent,Direct optical absorption detection of metal vapor in mechanically stimulated gas emission,https://www.semanticscholar.org/paper/c603dc51758624a2695fc9dcdf94e39609e113f4
Nick G. Glumac,4433619,10 Most Recent,Emission Spectra of Uranium Particulates at High Temperature,https://www.semanticscholar.org/paper/49d515fd427e779087403f0743631d16a15a3b90
Nick G. Glumac,4433619,10 Most Recent,Near-MHz temperature and H2O measurements in post-detonation fireballs of 25___ hemispherical explosives using scanned-wavelength-modulation spectroscopy.,https://www.semanticscholar.org/paper/03a573fcbea94ba5ecb9b38e3bb4b4439f985c73
Nick G. Glumac,4433619,10 Most Recent,Temperature and H2O Measurements at 500 kHz in Post-Detonation Fireballs using Scanned-Wavelength-Modulation Spectroscopy,https://www.semanticscholar.org/paper/fe918b0eba9833b355eda138fc6fb464489c9734
Nick G. Glumac,4433619,10 Most Recent,Ultraviolet Emissions from Explosive Detonation Breakout,https://www.semanticscholar.org/paper/56e580bc89ed24e7710af2c6e6a69a4a20af2e9d
Nick G. Glumac,4433619,10 Most Recent,Uranium Dust Cloud Combustion: Burning Characteristics and Absorption Spectroscopy Measurements,https://www.semanticscholar.org/paper/6ed60975130d9dc37329868258a7a0d6312c3fbc
Nick G. Glumac,4433619,10 Most Recent,Thermochemical release mechanisms and circumferential initiation affecting detonation in an aluminized explosive,https://www.semanticscholar.org/paper/7a50b38a825bdd2441296fa9665ea2faef661c8d
Nick G. Glumac,4433619,10 Most Recent,A high throughput rapid scanning dispersive spectrometer for longwave infrared absorption spectroscopy,https://www.semanticscholar.org/paper/d87c8e93dd1cd5d6402977ffbd3617be0a68c413
Nick G. Glumac,4433619,10 Most Recent,On using ab initio calibration to fit temperature from AlO B-X emission,https://www.semanticscholar.org/paper/eeb32e4649f0088c17083df058daad191ea08b66
Nick G. Glumac,4433619,10 Most Recent,Broadband H2O and Temperature Measurements in Dynamic H2/O2 Flames using a Swept-Wavelength ECQCL,https://www.semanticscholar.org/paper/f03fbf8ce4fbb42cb88cdcdd16ff81fcc2808453
Nikhil Chandra Admal,10090573,10 Most Cited,A Unified Interpretation of Stress in Molecular Systems,https://www.semanticscholar.org/paper/f22650e91698b69bd09d83e649b625d8d9e4bd9b
Nikhil Chandra Admal,10090573,10 Most Cited,A non-singular theory of dislocations in anisotropic crystals,https://www.semanticscholar.org/paper/a535fda445f367e320ab2baee5fdfa55a0c07a7a
